YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,43.0,,,2.6,38.0,48.0,1118,Overall,All Races,Age 25 and Older,< 12th Grade,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.7,,,0.9,17.0,20.4,5790,Overall,All Races,Age 25 and Older,> 12th Grade,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,29.1,,,1.3,26.5,31.7,3427,Overall,All Races,Age 25 and Older,12th Grade,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.2,,,0.8,24.7,27.7,10767,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,44.1,,,8.6,27.3,60.9,91,Overall,American Indian/Alaska Native,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,Asian/Pacific Islander,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.5,,,6.3,14.1,38.9,109,Overall,Hispanic,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.5,,,0.8,24.0,27.0,9291,Overall,White,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,46.2,,,1.4,43.4,49.0,3235,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,52.1,,,1.7,48.8,55.4,2148,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2014,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,49.3,,,1.1,47.1,51.5,5383,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2014,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,54.3,,,2.5,49.4,59.2,1117,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,48.0,,,3.1,42.0,54.0,625,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,51.3,,,2.0,47.5,55.1,1742,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,81.4,,,1.5,78.4,84.4,1464,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,74.8,,,2.5,69.8,79.8,814,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,78.1,,,1.5,75.2,81.0,2278,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,18.6,,,1.5,15.6,21.6,1464,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,25.2,,,2.5,20.2,30.2,814,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,21.9,,,1.5,19.0,24.8,2278,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,48.4,,,0.8,46.8,50.0,10767,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,25.2,,,0.9,23.4,27.0,7044,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,27.2,,,1.2,24.8,29.6,3723,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,26.2,,,0.8,24.7,27.7,10767,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,21.7,,,0.8,20.2,23.2,7044,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29.5,,,1.1,27.4,31.6,3723,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,25.5,,,0.7,24.2,26.8,10767,Overall,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,53.1,,,1.0,51.1,55.1,7044,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2014,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,43.3,,,1.3,40.8,45.8,3723,Male,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.0,,,1.5,20.0,26.0,1095,Female,All Races,18 to 44 Years,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.7,,,0.8,19.1,22.3,4025,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,27.6,,,1.1,25.4,29.8,2489,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.6,,,1.3,22.0,27.2,1753,Overall,African American,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.5,,,2.1,13.4,21.6,397,Overall,All Races,18 to 24 Years,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,31.2,,,1.4,28.4,34.0,1478,Overall,All Races,25 to 44 Years,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.9,,,1.0,23.9,27.9,2629,Overall,All Races,45 to 64 Years,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2012,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.4,,,1.0,19.4,23.4,3918,Overall,White,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,11.6,,,0.9,9.8,13.4,2010,Overall,All Races,65 Years and Older,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,43.9,,,2.3,39.4,48.4,758,Overall,All Races,Age 20 and Older,< 12th Grade,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.0,,,0.8,15.5,18.5,3657,Overall,All Races,Age 20 and Older,> 12th Grade,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.6,,,1.2,23.2,28.0,1979,Overall,All Races,Age 20 and Older,12th Grade,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,44.1,,,2.3,39.5,48.7,733,Overall,All Races,Age 25 and Older,< 12th Grade,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.4,,,0.8,15.8,19.0,3487,Overall,All Races,Age 25 and Older,> 12th Grade,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.2,,,1.3,23.7,28.7,1883,Overall,All Races,Age 25 and Older,12th Grade,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.0,,,0.7,22.6,25.4,6514,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,31.6,,,6.8,18.2,45.0,62,Overall,American Indian/Alaska Native,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,Asian/Pacific Islander,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.8,,,4.0,12.0,27.6,151,Overall,Hispanic,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.8,,,0.9,22.1,25.5,4310,Overall,White,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,48.3,,,1.7,45.1,51.5,1349,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2014,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,48.0,,,1.1,45.8,50.2,2977,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2014,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,47.7,,,1.6,44.6,50.8,1628,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,60.0,,,2.6,54.9,65.1,530,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,61.5,,,2.8,56.0,67.0,406,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,60.8,,,1.9,57.0,64.6,936,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,69.9,,,1.6,66.8,73.0,1319,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,72.7,,,2.0,68.8,76.6,741,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,67.5,,,2.4,62.8,72.2,578,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,27.3,,,2.0,23.4,31.2,741,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32.5,,,2.4,27.8,37.2,578,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,30.1,,,1.6,27.0,33.2,1319,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,20.7,,,0.8,19.1,22.3,4025,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,27.6,,,1.1,25.4,29.8,2489,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.0,,,0.7,22.6,25.4,6514,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,18.8,,,0.7,17.4,20.2,4025,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,25.8,,,1.0,23.8,27.8,2489,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,22.2,,,0.6,21.0,23.4,6514,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,60.5,,,1.0,58.6,62.4,4025,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,46.6,,,1.2,44.2,49.0,2489,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,53.8,,,0.8,52.3,55.3,6514,Overall,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,Asian/Pacific Islander,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.5,,,0.6,17.3,19.7,8355,Overall,White,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,33.2,,,8.3,17.0,49.4,64,Overall,Hispanic,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,42.1,,,6.4,29.6,54.6,107,Overall,American Indian/Alaska Native,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.3,,,0.6,18.1,20.5,8808,Overall,All Races,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.6,,,1.2,22.3,26.9,2517,Overall,All Races,Age 25 and Older,12th Grade,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.1,,,0.6,10.9,13.3,5493,Overall,All Races,Age 25 and Older,> 12th Grade,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,40.6,,,3.2,34.4,46.8,428,Overall,All Races,Age 25 and Older,< 12th Grade,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.5,,,1.2,23.2,27.8,2583,Overall,All Races,Age 20 and Older,12th Grade,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.3,,,0.6,11.1,13.5,5670,Overall,All Races,Age 20 and Older,> 12th Grade,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,43.1,,,3.2,36.8,49.4,438,Overall,All Races,Age 20 and Older,< 12th Grade,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,6.1,,,0.6,5.0,7.2,3220,Overall,All Races,65 Years and Older,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.4,,,0.9,17.7,21.1,3730,Overall,All Races,45 to 64 Years,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2014,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,28.7,,,1.5,25.8,31.6,1508,Overall,All Races,25 to 44 Years,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
